text,label_attack_possible,label_attack_type
The company released financial results and announced a new product roadmap. This update was relevant for teams in gov.in.,0,Other
A trojanized installer spread via email attachments in Delhi.,1,Malware
Credentials were dumped online after a breach in UPI.,1,Data Leak
Scheduled maintenance was completed with no security incident reported.,0,Other
Privilege escalation via zero-day was observed in Indian corporate endpoints.,1,Exploit
Press release announced new partnerships in the telecom industry. This update was relevant for teams in Aadhaar.,0,Other
Regular software update improved system performance across the organization.,0,Other
Internal audit completed with recommendations for process optimization.,0,Other
"Hospital systems in Pune were locked by ransomware, disrupting operations.",1,Ransomware
Credential-harvesting emails impersonated a bank in CERT-In to steal login details.,1,Phishing
A vendor onboarding communication was shared with employees. This update was relevant for teams in CERT-In.,0,Other
Unpatched servers in Bengaluru were exploited with public PoCs.,1,Exploit
Internal audit completed with recommendations for process optimization. This update was relevant for teams in UIDAI.,0,Other
A phishing campaign targeting Healthcare users in Hyderabad asked for OTP and credentials.,1,Phishing
Scheduled maintenance was completed with no security incident reported.,0,Other
Attackers exploited a CVE affecting internet-facing systems in Pune for RCE.,1,Exploit
The company released financial results and announced a new product roadmap. This update was relevant for teams in RBI.,0,Other
A DDoS attack disrupted online services of a major Healthcare portal in CERT-In.,1,DDoS
A phishing campaign targeting Healthcare users in Bengaluru asked for OTP and credentials.,1,Phishing
Payment APIs in Pune suffered volumetric denial-of-service incidents.,1,DDoS
Credentials were dumped online after a breach in India.,1,Data Leak
A trojanized installer spread via email attachments in Pune.,1,Malware
"Hospital systems in UPI were locked by ransomware, disrupting operations.",1,Ransomware
A vendor onboarding communication was shared with employees.,0,Other
Credential-harvesting emails impersonated a bank in NIC to steal login details.,1,Phishing
A misconfigured S3 bucket in NCIIPC revealed sensitive documents.,1,Data Leak
The company released financial results and announced a new product roadmap. This update was relevant for teams in UPI.,0,Other
Press release announced new partnerships in the telecom industry.,0,Other
Internal audit completed with recommendations for process optimization.,0,Other
Privilege escalation via zero-day was observed in UIDAI corporate endpoints.,1,Exploit
Press release announced new partnerships in the telecom industry. This update was relevant for teams in gov.in.,0,Other
A misconfigured S3 bucket in UIDAI revealed sensitive documents.,1,Data Leak
A vendor onboarding communication was shared with employees. This update was relevant for teams in UIDAI.,0,Other
"A ransomware incident impacted Power in Delhi, encrypting servers and demanding payment.",1,Ransomware
The company released financial results and announced a new product roadmap. This update was relevant for teams in gov.in.,0,Other
A misconfigured S3 bucket in NCIIPC revealed sensitive documents.,1,Data Leak
Attackers exploited a CVE affecting internet-facing systems in Mumbai for RCE.,1,Exploit
Press release announced new partnerships in the telecom industry.,0,Other
A trojanized installer spread via email attachments in India.,1,Malware
The company released financial results and announced a new product roadmap. This update was relevant for teams in Indian.,0,Other
Press release announced new partnerships in the telecom industry. This update was relevant for teams in Aadhaar.,0,Other
Payment APIs in Chennai suffered volumetric denial-of-service incidents.,1,DDoS
Credential-harvesting emails impersonated a bank in gov.in to steal login details.,1,Phishing
"Malware infected endpoints in a Transport firm in UPI, dropping an infostealer.",1,Malware
Regular software update improved system performance across the organization. This update was relevant for teams in CERT-In.,0,Other
"Traffic floods targeted an ISP backbone in UPI, causing intermittent outages.",1,DDoS
The company released financial results and announced a new product roadmap. This update was relevant for teams in NCIIPC.,0,Other
The company released financial results and announced a new product roadmap. This update was relevant for teams in CERT-In.,0,Other
"A worm propagated across internal networks in India, impacting operations.",1,Malware
Regular software update improved system performance across the organization.,0,Other
"Traffic floods targeted an ISP backbone in NCIIPC, causing intermittent outages.",1,DDoS
Regular software update improved system performance across the organization. This update was relevant for teams in CERT-In.,0,Other
"Double-extortion ransomware hit a data center in Indian, exfiltrating files from Power.",1,Ransomware
Regular software update improved system performance across the organization.,0,Other
Internal audit completed with recommendations for process optimization.,0,Other
Credential-harvesting emails impersonated a bank in India to steal login details.,1,Phishing
Payment APIs in Hyderabad suffered volumetric denial-of-service incidents.,1,DDoS
Press release announced new partnerships in the telecom industry.,0,Other
"A worm propagated across internal networks in Aadhaar, impacting operations.",1,Malware
"Double-extortion ransomware hit a data center in NIC, exfiltrating files from Education.",1,Ransomware
A vendor onboarding communication was shared with employees.,0,Other
The company released financial results and announced a new product roadmap.,0,Other
A vendor onboarding communication was shared with employees.,0,Other
Press release announced new partnerships in the telecom industry.,0,Other
Internal audit completed with recommendations for process optimization. This update was relevant for teams in UIDAI.,0,Other
A vendor onboarding communication was shared with employees. This update was relevant for teams in CERT-In.,0,Other
